Job Title,Industry,Job Status,AI Impact Level,Median Salary (USD),Required Education,Experience Required (Years),Job Openings (2024),Projected Openings (2030),Remote Work Ratio (%),Automation Risk (%),Location,Gender Diversity (%)
Water quality scientist,Manufacturing,Increasing,High,77738.03,Master's Degree,6,6751,9389,59.16,42.92,UK,75.37
Artist,Entertainment,Decreasing,High,67230.45,Bachelor's Degree,4,5650,9376,96.19,35.59,Canada,45.62
Consulting civil engineer,Manufacturing,Increasing,High,118382.14,Bachelor's Degree,7,473,3975,40.23,49.53,Brazil,58.56
Professor Emeritus,Education,Increasing,Moderate,117318.47,PhD,16,5557,8835,13.09,15.3,Germany,66.5
Ergonomist,Manufacturing,Decreasing,Moderate,92717.19,Master's Degree,8,6631,1648,70.31,39.26,Germany,23.37
"Engineer, water",Manufacturing,Increasing,High,75674.56,Bachelor's Degree,6,1736,3332,69.7,42.65,India,65.71
International aid/development worker,Healthcare,Decreasing,High,45935.88,Bachelor's Degree,2,3607,5745,33.09,38.1,Germany,45.48
Psychiatric nurse,Healthcare,Increasing,Low,58289.88,Bachelor's Degree,5,3582,6407,80.56,42.82,UK,43.47
Theatre stage manager,Entertainment,Decreasing,Moderate,66996.28,Bachelor's Degree,2,5576,1924,57.68,31.06,UK,58.83
Theatre director,Entertainment,Increasing,Moderate,56731.4,Bachelor's Degree,8,3694,7067,71.25,20.6,India,58.68
Insurance account manager,Finance,Increasing,High,73215.41,Bachelor's Degree,4,1336,9251,28.74,60.32,UK,69.56
Personal assistant,Finance,Decreasing,Low,51415.97,Bachelor's Degree,4,7610,6943,8.81,71.51,Canada,62.99
"Geneticist, molecular",Finance,Increasing,Low,59601.83,Bachelor's Degree,6,7556,4458,48.32,43.44,Australia,24.84
Clinical biochemist,Healthcare,Increasing,High,90069.79,Master's Degree,8,7108,2967,60.72,46.54,India,38.84
Pharmacologist,Healthcare,Increasing,High,128962.36,PhD,4,2447,6886,32.36,44.34,China,77.32
Museum education officer,Education,Decreasing,Low,41120.59,Bachelor's Degree,2,4146,3712,17.85,38.33,Canada,41.91
"Engineer, drilling",Manufacturing,Increasing,High,154500.16,Bachelor's Degree,8,1405,9051,88.63,39.04,India,66.94
Chartered accountant,Finance,Increasing,High,116594.71,Bachelor's Degree,3,8356,1738,7.72,55.09,USA,21.78
"Nurse, children's",Healthcare,Increasing,High,59666.84,Bachelor's Degree,3,3868,1436,0.97,39.35,India,35.55
Careers adviser,Education,Decreasing,High,44731.29,Bachelor's Degree,3,477,266,43.69,42.62,Canada,69.91
Environmental health practitioner,Healthcare,Decreasing,Moderate,73235.2,Bachelor's Degree,2,6808,6104,59.5,49.77,India,27.92
Theatre stage manager,Entertainment,Increasing,Low,54345.86,Bachelor's Degree,6,7317,5983,64.78,33.01,Canada,37.11
Solicitor,Finance,Decreasing,Moderate,136123.66,Bachelor's Degree,8,8953,3882,93.01,37.08,India,61.03
Land,Manufacturing,Increasing,Moderate,65860.44,Bachelor's Degree,6,3680,6847,94.24,51.42,China,77.62
Medical secretary,Healthcare,Increasing,Moderate,49453.9,High School,2,7380,4098,99.74,77.27,Canada,57.79
Advertising copywriter,Entertainment,Decreasing,High,65809.42,Bachelor's Degree,7,494,2794,2.46,42.65,Brazil,61.48
Marketing executive,Retail,Decreasing,Low,65842.63,Bachelor's Degree,6,3748,4045,4.79,46.33,Canada,75.58
Animal technologist,Healthcare,Decreasing,Low,40097.34,Associate Degree,4,5736,3649,54.69,44.32,India,25.49
Clinical research associate,Healthcare,Increasing,High,71853.59,Bachelor's Degree,6,4088,8642,41.5,52.61,Germany,49.47
Further education lecturer,Education,Increasing,Low,66403.11,Master's Degree,7,3698,665,12.34,34.55,India,57.77
Haematologist,Healthcare,Decreasing,High,163440.19,PhD,11,8670,7390,77.26,30.58,Canada,32.13
Theatre stage manager,Entertainment,Decreasing,High,70638.74,Bachelor's Degree,6,1148,9467,7.77,31.67,Canada,30.74
Learning mentor,Education,Decreasing,High,37320.42,High School,4,7967,5427,3.5,51.01,Canada,31.34
Retail buyer,Retail,Decreasing,Moderate,62680.39,Bachelor's Degree,7,3687,3280,24.48,55.71,China,50.3
"Lecturer, further education",Education,Decreasing,High,69246.95,Master's Degree,8,9817,9077,84.81,37.38,India,43.82
Professor Emeritus,Education,Increasing,High,125013.65,PhD,18,7603,3896,70.45,18.32,India,56.63
"Surveyor, land/geomatics",Manufacturing,Decreasing,Moderate,79741.43,Bachelor's Degree,5,3335,1442,99.93,47.02,Australia,24.34
Metallurgist,Manufacturing,Increasing,Moderate,94666.3,Bachelor's Degree,3,4167,1833,47.54,52.28,Canada,26.4
Herbalist,Healthcare,Increasing,Low,45682.11,Associate Degree,5,1356,5386,92.43,32.39,China,66.08
Jewellery designer,Entertainment,Increasing,Moderate,52500.08,Bachelor's Degree,5,818,9877,4.36,32.55,India,36.97
Barrister's clerk,Finance,Decreasing,High,42023.58,Associate Degree,1,4814,3668,58.57,51.34,Brazil,62.94
Ambulance person,Healthcare,Increasing,Moderate,44216.0,High School,1,8385,6732,74.95,40.98,Germany,42.05
Corporate investment banker,Finance,Increasing,High,192838.38,Master's Degree,4,2794,709,88.9,38.75,Canada,46.33
"Engineer, energy",Manufacturing,Decreasing,High,98745.6,Bachelor's Degree,4,7636,4622,4.26,36.57,Brazil,25.28
Ceramics designer,Entertainment,Decreasing,Moderate,57406.8,Bachelor's Degree,5,4512,3929,58.57,37.97,Canada,30.66
"Scientist, water quality",Manufacturing,Decreasing,Low,87781.73,Master's Degree,4,384,7573,73.5,41.69,UK,36.89
Insurance broker,Finance,Increasing,Moderate,78851.5,Bachelor's Degree,5,2055,4021,85.53,65.25,Germany,35.76
Retail manager,Retail,Decreasing,Moderate,72003.43,Bachelor's Degree,7,8327,1330,84.99,44.1,Germany,70.7
"Geologist, wellsite",Manufacturing,Increasing,High,126533.97,Master's Degree,9,9501,6312,62.81,41.62,Australia,42.18
Legal executive,Finance,Decreasing,High,63270.71,Bachelor's Degree,3,5827,6609,52.27,53.0,Canada,74.66
Arts administrator,Entertainment,Increasing,High,50183.68,Bachelor's Degree,5,4484,6148,95.14,54.29,China,52.94
Associate Professor,Education,Increasing,High,85644.24,PhD,9,8987,5148,87.95,22.18,Canada,23.81
Dance movement psychotherapist,Healthcare,Decreasing,Moderate,54406.69,Master's Degree,4,3990,6617,16.21,23.17,UK,36.63
Tourist information centre manager,Retail,Decreasing,Moderate,40606.83,Bachelor's Degree,4,1544,1127,4.79,55.36,UK,75.39
Patent examiner,Finance,Increasing,Moderate,88643.84,Master's Degree,9,6282,9603,52.4,34.28,Brazil,76.03
Charity officer,Retail,Decreasing,High,56601.77,Bachelor's Degree,2,862,3694,19.44,51.24,India,59.19
Diplomatic Services operational officer,Finance,Increasing,High,55600.1,Master's Degree,3,9917,6566,11.51,41.57,Brazil,40.7
Automotive engineer,Manufacturing,Increasing,High,115360.23,Bachelor's Degree,5,2725,9318,54.71,57.5,USA,38.26
Youth worker,Education,Increasing,Moderate,47991.05,Bachelor's Degree,2,6586,7915,37.99,26.03,Canada,24.95
Community education officer,Education,Decreasing,Moderate,52742.26,Bachelor's Degree,4,3095,6880,71.06,46.3,USA,78.64
"Surveyor, hydrographic",Manufacturing,Increasing,Low,86184.5,Master's Degree,6,2046,770,65.45,47.87,Australia,72.57
"Research officer, political party",Education,Decreasing,Low,58637.06,Master's Degree,4,5506,6058,79.82,47.25,China,25.78
"Secretary, company",Finance,Increasing,Moderate,75893.22,Bachelor's Degree,4,8828,9632,95.89,58.15,India,34.16
Tree surgeon,Manufacturing,Increasing,Moderate,56425.89,High School,6,2676,1077,22.63,52.21,USA,49.88
"Surveyor, commercial/residential",Retail,Increasing,Low,84672.53,Bachelor's Degree,3,7460,919,4.64,50.56,Brazil,65.88
Barrister's clerk,Finance,Increasing,Low,42016.79,Associate Degree,1,4192,4976,1.56,51.03,Germany,41.71
Secondary school teacher,Education,Increasing,Moderate,57853.53,Bachelor's Degree,2,3778,4268,16.28,34.84,India,48.99
"Civil engineer, consulting",Manufacturing,Decreasing,Low,86470.25,Bachelor's Degree,10,3519,6365,0.03,46.75,Germany,38.27
Health and safety inspector,Healthcare,Increasing,Low,65861.42,Bachelor's Degree,7,9651,8356,95.62,44.1,Brazil,62.24
"Designer, exhibition/display",Entertainment,Increasing,Low,57410.38,Bachelor's Degree,2,7974,4599,39.23,37.26,India,59.69
Naval architect,Transportation,Decreasing,Low,106879.7,Master's Degree,7,469,1861,92.42,46.38,Germany,25.67
Corporate treasurer,Finance,Increasing,High,132104.24,Master's Degree,10,2227,7543,90.27,45.66,Australia,35.28
Human resources officer,Finance,Decreasing,Moderate,73186.41,Bachelor's Degree,6,110,6451,14.05,60.34,China,61.32
Chartered accountant,Finance,Decreasing,Moderate,100745.08,Bachelor's Degree,4,8163,3646,44.74,65.61,Australia,60.94
Copy,Entertainment,Decreasing,Low,55627.01,Bachelor's Degree,5,1637,8700,7.74,60.34,Australia,49.4
Warden/ranger,Manufacturing,Decreasing,Low,51903.59,Bachelor's Degree,1,2360,4007,12.1,41.24,UK,69.2
Phytotherapist,Healthcare,Increasing,Low,81518.49,Bachelor's Degree,7,8622,8184,0.91,38.34,China,64.7
Intelligence analyst,IT,Increasing,Moderate,111150.48,Master's Degree,6,4706,4185,75.21,41.6,Germany,58.12
Land,Manufacturing,Decreasing,High,62200.71,Bachelor's Degree,4,3520,835,7.4,49.3,Brazil,77.9
Television camera operator,Entertainment,Decreasing,High,59805.12,Associate Degree,2,3151,5783,24.51,40.76,Brazil,79.86
Marine scientist,Manufacturing,Decreasing,Low,85258.63,Master's Degree,6,3126,6396,29.58,46.14,Australia,61.52
Curator,Education,Increasing,High,57124.56,Master's Degree,8,6032,419,78.97,35.34,Germany,36.22
Learning disability nurse,Healthcare,Decreasing,High,64302.99,Bachelor's Degree,2,1495,1161,43.18,50.32,UK,37.35
"Engineer, building services",Manufacturing,Decreasing,Low,87003.0,Bachelor's Degree,5,4388,1088,91.55,52.84,China,30.99
"Teacher, English as a foreign language",Education,Decreasing,Low,40039.08,Bachelor's Degree,1,5788,585,43.63,42.16,Germany,23.51
Clinical embryologist,Healthcare,Increasing,Low,83524.64,Master's Degree,7,5375,3748,26.1,31.77,Germany,39.63
"Administrator, sports",Education,Increasing,Moderate,61796.59,Bachelor's Degree,7,9284,2869,0.44,42.56,Australia,25.15
"Engineer, communications",IT,Increasing,High,99224.09,Bachelor's Degree,4,6504,1233,62.46,44.33,Brazil,29.73
Legal secretary,Finance,Increasing,Low,54126.3,Associate Degree,3,6061,1184,6.61,76.83,Germany,69.03
"Engineer, site",Manufacturing,Decreasing,Low,78577.4,Bachelor's Degree,7,3778,9209,83.71,46.27,Brazil,51.63
Interpreter,Entertainment,Increasing,Low,58744.86,Bachelor's Degree,7,6919,3175,13.94,54.06,China,69.44
Set designer,Entertainment,Decreasing,Moderate,76334.86,Bachelor's Degree,8,5075,1546,13.25,31.27,UK,57.66
Environmental health practitioner,Healthcare,Increasing,Low,60536.57,Bachelor's Degree,4,6665,8167,52.1,38.85,Canada,78.85
Tour manager,Entertainment,Decreasing,Low,64972.46,Bachelor's Degree,6,9057,8861,9.27,33.84,USA,69.87
IT trainer,Education,Decreasing,High,56154.05,Bachelor's Degree,4,6014,2519,56.2,51.59,USA,45.81
Learning disability nurse,Healthcare,Decreasing,Moderate,54545.88,Bachelor's Degree,4,1057,6272,59.57,48.73,Brazil,36.84
Music tutor,Education,Decreasing,High,45770.01,Bachelor's Degree,3,100,5182,35.57,33.59,Australia,30.6
"Geologist, engineering",Manufacturing,Decreasing,High,112112.08,Master's Degree,4,2067,8450,77.1,43.42,UK,49.43
Dentist,Healthcare,Decreasing,Low,141406.07,Bachelor's Degree,4,9522,1412,72.35,44.43,India,74.68
Broadcast engineer,Entertainment,Decreasing,High,63290.54,Bachelor's Degree,4,8662,5718,3.5,47.1,UK,47.77
"Psychologist, educational",Education,Decreasing,Low,79923.78,PhD,8,8314,9368,37.06,22.63,UK,45.79
Sales promotion account executive,Retail,Decreasing,Moderate,77735.74,Bachelor's Degree,4,4176,2723,85.59,58.65,Brazil,73.74
Quality manager,Manufacturing,Decreasing,High,90441.61,Bachelor's Degree,8,8245,9499,57.37,48.42,USA,25.04
Patent attorney,Finance,Increasing,High,131251.45,Master's Degree,8,5777,7955,11.77,26.22,USA,75.34
Maintenance engineer,Manufacturing,Decreasing,Moderate,102691.86,Bachelor's Degree,6,6252,4774,94.8,41.2,India,39.52
Tour manager,Entertainment,Decreasing,Low,66246.23,Bachelor's Degree,6,5947,1721,4.13,40.49,Australia,53.0
"Psychologist, clinical",Healthcare,Decreasing,Moderate,98835.57,PhD,7,1594,1965,97.64,32.41,Australia,63.78
Tourism officer,Retail,Increasing,Moderate,53774.96,Bachelor's Degree,5,8921,1914,41.48,53.56,Brazil,40.68
Cytogeneticist,Healthcare,Increasing,High,89741.17,PhD,5,3859,1952,18.44,31.31,Australia,20.71
Forensic scientist,Healthcare,Decreasing,Low,87889.83,Master's Degree,3,8571,5813,38.77,43.36,Canada,51.02
Passenger transport manager,Transportation,Increasing,High,64052.8,Bachelor's Degree,6,4145,1024,59.42,45.34,UK,72.6
"Nurse, children's",Healthcare,Decreasing,Low,63180.69,Bachelor's Degree,3,8662,8584,46.75,43.8,China,28.76
Licensed conveyancer,Finance,Decreasing,High,68017.56,Bachelor's Degree,4,9560,9149,98.49,56.3,China,67.25
"Administrator, local government",Finance,Decreasing,Moderate,59337.07,Bachelor's Degree,6,6399,5669,30.01,61.96,Germany,53.61
Charity officer,Retail,Decreasing,Moderate,43425.37,Bachelor's Degree,4,9994,2137,75.23,46.14,Germany,46.58
Bonds trader,Finance,Increasing,Moderate,115491.99,Bachelor's Degree,6,6404,7050,52.04,50.15,Canada,65.93
"Production assistant, television",Entertainment,Increasing,High,33219.14,Bachelor's Degree,2,7639,2529,90.58,55.61,Australia,24.78
Advertising copywriter,Entertainment,Decreasing,Moderate,62086.79,Bachelor's Degree,5,6076,7500,94.61,50.66,Germany,58.3
Transport planner,Transportation,Decreasing,Low,80570.19,Master's Degree,3,8338,8566,67.91,46.21,Canada,68.12
Associate Professor,Education,Decreasing,Low,96810.61,PhD,9,5938,8911,15.11,24.18,Germany,65.61
Agricultural engineer,Manufacturing,Decreasing,High,98618.98,Bachelor's Degree,3,350,4961,40.2,50.42,China,61.26
Banker,Finance,Decreasing,Moderate,92243.78,Bachelor's Degree,7,9784,4403,45.53,63.83,Germany,53.12
Dancer,Entertainment,Increasing,Low,48901.69,High School,10,2520,8293,88.3,32.43,USA,46.8
Environmental education officer,Education,Increasing,Low,57890.99,Bachelor's Degree,2,4116,5374,80.28,34.62,Australia,62.29
Environmental health practitioner,Healthcare,Increasing,Moderate,75974.71,Bachelor's Degree,2,2965,9187,38.86,50.97,Canada,34.62
Warden/ranger,Manufacturing,Decreasing,Moderate,53472.35,Bachelor's Degree,3,2875,3311,43.51,31.9,Canada,38.17
Retail banker,Finance,Decreasing,High,65019.79,Bachelor's Degree,3,4519,9361,11.35,63.0,India,79.28
Charity officer,Retail,Increasing,High,55261.53,Bachelor's Degree,6,3487,7247,13.3,44.56,India,36.35
Clothing/textile technologist,Manufacturing,Increasing,Moderate,60878.79,Bachelor's Degree,2,9173,3782,71.35,54.99,Australia,31.24
Dramatherapist,Healthcare,Increasing,Low,58185.93,Master's Degree,4,2647,5566,35.29,20.92,India,50.24
Environmental consultant,Manufacturing,Decreasing,High,63144.22,Master's Degree,8,4541,9136,53.68,39.54,Australia,77.12
Fisheries officer,Manufacturing,Decreasing,Moderate,62635.48,Bachelor's Degree,5,1140,9254,47.4,45.16,UK,31.61
"Psychotherapist, child",Healthcare,Decreasing,Moderate,81930.33,Master's Degree,6,9288,5149,25.65,29.31,Germany,66.11
Psychiatric nurse,Healthcare,Increasing,Low,70590.56,Bachelor's Degree,5,1468,9858,58.49,49.44,China,40.85
"Production assistant, television",Entertainment,Increasing,Moderate,41840.7,Bachelor's Degree,3,253,3990,64.35,48.29,Germany,74.42
"Therapist, music",Healthcare,Decreasing,High,46731.79,Master's Degree,2,5453,9852,81.05,21.32,UK,78.71
"Engineer, maintenance (IT)",IT,Increasing,High,85636.59,Bachelor's Degree,5,9956,1766,11.88,41.97,Canada,61.36
Investment analyst,Finance,Decreasing,High,97960.73,Master's Degree,5,8754,868,88.86,53.63,China,30.41
"Copywriter, advertising",Entertainment,Increasing,Low,86399.47,Bachelor's Degree,8,2062,6815,92.93,47.4,Germany,20.49
Orthoptist,Healthcare,Decreasing,Low,63387.64,Bachelor's Degree,5,4182,1439,76.95,40.29,UK,47.42
Ambulance person,Healthcare,Increasing,High,52546.81,High School,1,1181,6350,5.12,46.16,Brazil,21.34
Paramedic,Healthcare,Decreasing,High,49243.6,Associate Degree,4,2148,8134,7.95,48.25,Canada,38.96
Logistics and distribution manager,Transportation,Decreasing,Moderate,83483.13,Bachelor's Degree,10,8728,3910,14.69,44.41,UK,20.77
"Education officer, museum",Education,Decreasing,Low,50104.2,Bachelor's Degree,3,7159,1755,49.09,35.38,Brazil,57.88
Fashion designer,Entertainment,Decreasing,Low,54068.77,Bachelor's Degree,4,5140,8264,24.84,45.07,India,31.51
Graphic designer,Entertainment,Increasing,Low,50864.99,Bachelor's Degree,6,4234,6379,55.37,51.0,India,65.13
Chartered loss adjuster,Finance,Decreasing,Moderate,79625.83,Bachelor's Degree,8,3146,8081,90.12,48.74,UK,78.02
Emergency planning/management officer,Finance,Increasing,High,62094.37,Bachelor's Degree,7,3734,9578,78.46,43.05,Australia,28.94
Freight forwarder,Transportation,Decreasing,High,53522.44,Associate Degree,4,5778,6203,23.79,49.36,Australia,26.05
Cytogeneticist,Healthcare,Increasing,Moderate,122081.02,PhD,5,423,5948,44.91,31.62,Australia,69.57
Gaffer,Entertainment,Decreasing,Moderate,69151.89,High School,6,8990,3244,3.04,34.77,Germany,62.36
Sports coach,Education,Increasing,Moderate,47646.4,Bachelor's Degree,2,1468,6906,8.46,35.21,Brazil,61.72
Fast food restaurant manager,Retail,Increasing,High,57879.61,High School,4,752,1674,27.86,50.35,Canada,51.91
Insurance claims handler,Finance,Increasing,Moderate,47044.42,Associate Degree,2,4366,825,34.72,77.01,China,71.9
Orthoptist,Healthcare,Decreasing,Low,71953.47,Bachelor's Degree,3,2992,6722,45.59,38.13,Germany,65.88
"Teacher, English as a foreign language",Education,Increasing,Low,50210.65,Bachelor's Degree,4,8817,3097,8.89,38.08,Canada,23.03
Hotel manager,Retail,Decreasing,Moderate,65310.35,Bachelor's Degree,6,1930,1301,30.29,48.94,India,50.06
Farm manager,Manufacturing,Increasing,Low,69565.16,Bachelor's Degree,9,2895,2842,15.16,53.41,Germany,57.75
"Education officer, museum",Education,Increasing,Moderate,50744.68,Bachelor's Degree,2,6901,8499,83.79,42.34,Australia,37.8
Marketing executive,Retail,Decreasing,Moderate,84031.49,Bachelor's Degree,4,9872,5489,40.94,52.46,China,29.2
"Surveyor, building control",Manufacturing,Increasing,Moderate,62068.99,Bachelor's Degree,4,5511,6550,55.14,51.16,Australia,65.38
Osteopath,Healthcare,Decreasing,High,88568.15,Bachelor's Degree,6,4890,8199,74.64,33.42,UK,66.09
Airline pilot,Transportation,Increasing,Moderate,102250.83,Bachelor's Degree,10,3876,6721,11.06,29.12,Australia,64.77
"Administrator, education",Education,Increasing,Moderate,58097.92,Bachelor's Degree,6,7388,2519,91.94,53.57,Canada,79.92
Podiatrist,Healthcare,Increasing,Low,61166.93,Bachelor's Degree,3,9283,3468,71.63,53.19,Brazil,65.79
Further education lecturer,Education,Decreasing,Low,49380.14,Master's Degree,6,691,6401,25.12,28.8,China,50.29
"Scientist, product/process development",Manufacturing,Decreasing,Low,94136.06,Master's Degree,5,7191,3899,13.89,43.88,Australia,30.18
"Research officer, government",Education,Increasing,Low,67496.56,Master's Degree,3,9588,156,4.13,38.07,Brazil,28.54
Fisheries officer,Manufacturing,Decreasing,Moderate,46949.52,Bachelor's Degree,2,3353,3568,54.8,51.68,India,46.19
Video editor,Entertainment,Increasing,Low,68245.74,Associate Degree,7,1210,5285,13.12,53.57,USA,60.67
"Engineer, broadcasting (operations)",Entertainment,Increasing,High,60718.35,Bachelor's Degree,4,8449,2941,88.53,39.75,China,58.23
Social researcher,Education,Decreasing,Low,59137.23,Master's Degree,8,7714,5342,54.22,41.37,Canada,41.11
Audiological scientist,Healthcare,Decreasing,Moderate,80568.23,Master's Degree,5,5736,4935,10.8,39.68,Brazil,73.61
